T081 FULL-CORPUS CI RUN   2026-08-15
files discovered: 809   GREEN: 775    RED/TIMEOUT/SKIP: 34   total runtime: 3004.4s
GREEN       0.1s   real_research/reviews/magnetized_torus_generations.py    progress; not yet a derivation of the number 3.
GREEN       0.4s   real_research/reviews/make_validation_figure.py    Panel B: z=0 BTFR anchor + the distinctive z=3 prediction (the coefficient-free 
GREEN       0.1s   real_research/reviews/matched_circle_ghost_location.py    the same topology would have rung these CMB circles, and it didn't.)
GREEN       0.1s   real_research/reviews/matched_circle_planck_verification.py    (This is independent of the cosmology surviving: evolving-a0 needs no topology.)
GREEN       0.1s   real_research/reviews/matched_circle_sensitivity_window.py    and it excludes it. (Unchanged: evolving-a0 needs no topology at all.)
TIMEOUT    60.0s   real_research/reviews/member_MI_adversarial_check.py    hard per-file timeout
GREEN      32.2s   real_research/reviews/member_MI_anisotropy_robustness.py    on a per-axis operationalization of Milgrom's heuristic that the paper does not 
GREEN       0.4s   real_research/reviews/member_MI_genuine_dynamics.py    calc was (correctly, for the scalar) limited to.
GREEN       1.4s   real_research/reviews/member_MI_nonadiabatic_plunge.py    is deliverability and the unknown theta(y), NOT a0-degeneracy of the relational 
GREEN       0.1s   real_research/reviews/member_sigma_efe_forecast.py    ================================================================================
GREEN       2.7s   real_research/reviews/member_sigma_efe_pilot_hff_granata.py    ================================================================================
GREEN       9.2s   real_research/reviews/member_sigma_efe_pilot_run.py    ################################################################################
TIMEOUT    60.0s   real_research/reviews/member_sigma_efe_pilot_sdss.py    hard per-file timeout
GREEN       0.2s   real_research/reviews/member_sigma_efe_signtest.py    ================================================================================
GREEN       0.2s   real_research/reviews/member_sigma_efe_signtest_v2.py    ################################################################################
GREEN       0.2s   real_research/reviews/mi_2Z_is_the_friedmann_root_2026.py    H. kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN       0.3s   real_research/reviews/mi_N_count_and_kappa_iff_2026.py    CHECKS: 16/16 held
GREEN       1.7s   real_research/reviews/mi_PX_field_sector_2026.py    73/73 checks held.
GREEN       0.3s   real_research/reviews/mi_a0_bump_health_2026.py    ALL CHECKS PASSED
GREEN       0.2s   real_research/reviews/mi_a0_bump_response_2026.py    ALL CHECKS PASSED
GREEN       0.2s   real_research/reviews/mi_a0_footing_selection_2026.py    Exit 0: the high-a0 pull is a FOOTING question, both footings are kappa=1/2, and
GREEN       0.2s   real_research/reviews/mi_a0_from_one_line_2026.py    CHECKS: 18/18 held
GREEN      22.8s   real_research/reviews/mi_a0_profile_likelihood_sparc_2026.py    Exit 0: the RAR door was closed on a scatter-for-error mistake; reopened and qua
GREEN       0.3s   real_research/reviews/mi_a0_sensitivity_survey_2026.py    S4 correction withdrew this survey's own first headline.
GREEN       0.2s   real_research/reviews/mi_a0z_r_blindness_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_action_eom_vs_rar_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_action_reformulation_nogo_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_aest_condensate_pinning_2026.py    ALL ASSERTIONS PASSED
GREEN       0.2s   real_research/reviews/mi_aest_entropy_discriminator_2026.py    CHECKS: 23/23 held
GREEN       0.8s   real_research/reviews/mi_aest_full_matrix_bump_2026.py    ALL CHECKS PASSED
GREEN       0.2s   real_research/reviews/mi_aest_jeans_nonlinear_verdict_2026.py    ================================================================================
TIMEOUT    60.0s   real_research/reviews/mi_algebraic_disc_escape_2026.py    hard per-file timeout
GREEN       0.2s   real_research/reviews/mi_alpha1_and_screening_squeeze_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_alpha1_exclusive_class_audit_2026.py    Exit 0: marker table earned, all three controls held, work-list produced.
GREEN       0.2s   real_research/reviews/mi_alpha1_solar_system_2026.py    ================================================================================
GREEN       1.0s   real_research/reviews/mi_alpha2_costs_the_kernel_derivation_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_alpha2_migration_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_alpha2_sun_reflex_2026.py    Exit 0: the alpha=2 discharge is withdrawn; the Sun binds at 6.2-8.5x/9.0-12.4x;
GREEN       0.0s   real_research/reviews/mi_amendment7_wb_target_conflict_2026.py    Exit 0: in-force target 1.031 (1.0218-1.0472); 3 sigma unreachable at any N.
TIMEOUT    60.0s   real_research/reviews/mi_aqual_alt_footing_rerun_2026.py    hard per-file timeout
TIMEOUT    60.0s   real_research/reviews/mi_aqual_constraint_width_audit_2026.py    hard per-file timeout
GREEN      51.0s   real_research/reviews/mi_aqual_mcmillan2017_2026.py    return (sig / (4.0 * zd)) / np.cosh(z / (2.0 * zd)) ** 2
TIMEOUT    60.0s   real_research/reviews/mi_aqual_mond_refit_2026.py    hard per-file timeout
TIMEOUT    60.0s   real_research/reviews/mi_aqual_route_a_escape_c_2026.py    hard per-file timeout
TIMEOUT    60.0s   real_research/reviews/mi_aqual_route_a_refit_2026.py    hard per-file timeout
TIMEOUT    60.0s   real_research/reviews/mi_aqual_solve_framework_kernel_2026.py    hard per-file timeout
GREEN       0.8s   real_research/reviews/mi_auxfield_exact_circular_2026.py    anyway (C6). kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN       0.0s   real_research/reviews/mi_bh_cancellation_stress_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_bh_unravel_desitter_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_boundedness_thread_closed_2026.py    ================================================================================
GREEN       0.9s   real_research/reviews/mi_btfr_intercept_kappa_door_2026.py    Exit 0: Door 1 priced. The BTFR intercept is a genuine, non-circular, but far-to
GREEN       1.2s   real_research/reviews/mi_bulge_ml_cannot_be_pinned_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_bulkflow_and_initial_conditions_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_bulkflow_sigma8_consistency_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_cassini_q2_omegac_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_channelA_friedmann_2026.py    ================================================================================
GREEN       4.7s   real_research/reviews/mi_circular_dS_response_2026.py    so no response functional reaches 1/Z. kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN       0.3s   real_research/reviews/mi_clocks_atominterferometry_2026.py    ================================================================================
GREEN       3.3s   real_research/reviews/mi_closure_fixed_by_rar_universality_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_closure_vs_action_gap_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_cluster_measurement_audit_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.0s   real_research/reviews/mi_cmb_a0_horizon_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_cmb_acoustic_shift_2026.py    ================================================================================
GREEN       0.7s   real_research/reviews/mi_cmb_camb_run_2026.py    ================================================================================
TIMEOUT    60.0s   real_research/reviews/mi_cmb_no_dust_existence_2026.py    hard per-file timeout
GREEN       0.5s   real_research/reviews/mi_com_eccentric_2026.py    ================================================================================
GREEN       7.4s   real_research/reviews/mi_composite_operator_2026.py    kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN       0.2s   real_research/reviews/mi_condensate_vacuum_energy_a0_2026.py    ================================================================================
GREEN       0.5s   real_research/reviews/mi_corpus_stale_audit_2026.py    ================================================================================
GREEN       2.6s   real_research/reviews/mi_cosmo_perturbations_2026.py    63/63 checks held.
GREEN       0.1s   real_research/reviews/mi_crispy_dark_matter_ledger_2026.py    ================================================================================
GREEN       0.5s   real_research/reviews/mi_crossover_master_formula_2026.py    horizon, or is it (1/4) c sqrt(G rho_Lambda)'. kappa = 1/2 remains FITTED, NOT D
GREEN       1.8s   real_research/reviews/mi_ctp_variational_2026.py    undetermined. kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN       0.0s   real_research/reviews/mi_cube_tessellation_audit_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_cubic_lattice_sme_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_cubic_noise_ctp_2026.py    ================================================================================
GREEN       2.2s   real_research/reviews/mi_cubic_noise_drift_2026.py    full law. kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN       9.5s   real_research/reviews/mi_cubic_rank4_signature_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_dS_horizon_nature_2026.py    ================================================================================
GREEN       8.6s   real_research/reviews/mi_darksector_frame_closes_2026.py    ================================================================================
GREEN       3.6s   real_research/reviews/mi_dbi_cmb_class_run_2026.py    ================================================================================
GREEN       0.5s   real_research/reviews/mi_dbi_khronon_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_dcac_branch_settled_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_dcac_branch_verdict_withdrawn_2026.py    Exit 0: every internal check held, including the mutation control that isolates 
GREEN       1.9s   real_research/reviews/mi_dcac_split_settled_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_deser_levin_interpolation_2026.py    ================================================================================
GREEN       1.1s   real_research/reviews/mi_disformal_completion_2026.py    48/48 checks held.
GREEN       0.5s   real_research/reviews/mi_disformal_tail_freedom_2026.py    ================================================================================
GREEN       5.4s   real_research/reviews/mi_distance_free_gbar_estimator_sparc_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_dr4_anisotropy_and_gated_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.0s   real_research/reviews/mi_dr4_readiness_audit_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.4s   real_research/reviews/mi_dragged_frame_consolidation_2026.py    ALL CHECKS PASSED (exit 0).  Six mutation controls all killed as required.
GREEN       0.6s   real_research/reviews/mi_drift_magnitude_audit_2026.py    question is closed against the channel; Lane N1's structure question is unaffect
GREEN      12.4s   real_research/reviews/mi_drift_sign_forced_or_posited_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_dsph_closure_test_real_data_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_dwarf_efe_argument_test_2026.py    but neither prescription fits these dispersions, and tides share the trend's sha
GREEN       0.3s   real_research/reviews/mi_dwarf_efe_maths_audit_2026.py    prescription fix explains only part of the dwarf failure. Two corrections owed, 
GREEN      12.6s   real_research/reviews/mi_ecc_curve_sweep.py    EXIT 0
GREEN       7.2s   real_research/reviews/mi_eccentricity_widebinary.py    EXIT 0
GREEN       0.1s   real_research/reviews/mi_efe_derived_general_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_efe_escape_and_ch23_withdrawn_2026.py    Exit 0: the EFE escape does not exist (post-EFE = bare); Ch.23's two roads are o
GREEN       0.7s   real_research/reviews/mi_eigenvalue_a2_operator_nogo_2026.py    Exit 0: the torsion is isolated as the obstruction by removing it (E5), not by a
GREEN       0.8s   real_research/reviews/mi_ephemeris_and_action_pincer_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_ephemeris_omegac_edge_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_eps_tot_mode_counting_verdict_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_eta_a0_bridge_2026.py    ================================================================================
GREEN       4.3s   real_research/reviews/mi_extremal_kernel_lp_2026.py    NOT derived. kappa = 1/2 remains fitted, on both footings.
GREEN       0.2s   real_research/reviews/mi_family4_variational_nogo_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_finsler_null_cone_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.1s   real_research/reviews/mi_forecast_systematics_audit_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_forest_a0_footing_forks_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_forest_b0_convention_audit_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_forest_bcut_data_2026.py    ================================================================================
GREEN       4.3s   real_research/reviews/mi_forest_conditional_accel_2026.py    ================================================================================
GREEN       2.6s   real_research/reviews/mi_forest_total_acceleration_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_form3_cpt_even_and_lambda_bound_2026.py    CHECKS: 28/28 held
GREEN       6.3s   real_research/reviews/mi_frft_disc_integral_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_gate_herglotz_admissibility_2026.py    ================================================================================
GREEN       4.2s   real_research/reviews/mi_geometric_lock_embedding_2026.py    c H_Lambda with coefficient 1 and zero free choices (M2a). kappa = 1/2 remains F
GREEN       0.5s   real_research/reviews/mi_geometric_lock_entropy_2026.py    numerology. kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN      10.6s   real_research/reviews/mi_geometric_lock_price_2026.py    32/32 checks held.
GREEN       2.1s   real_research/reviews/mi_ghost_analysis_nonlocal_2026.py    CHECKS: 27/27 held
GREEN       0.2s   real_research/reviews/mi_ghost_condensate_disruption_scout_2026.py    AeST-equivalent: mu^-1 = 1 Mpc  <->  M = 0.1484 eV, also far below every bound.
GREEN       0.0s   real_research/reviews/mi_ghost_condensate_spherical_collapse_2026.py    [wrote /Users/carlzimmerman/new_physics/zimmerman-formula/real_research/reviews/
GREEN       1.2s   real_research/reviews/mi_ghost_rotframe_verdict_2026.py    CHECKS: 14/14 held
GREEN       0.9s   real_research/reviews/mi_goldstone_ward_2026.py    25/25 checks held.
GREEN       0.2s   real_research/reviews/mi_graviton_bath_ctp_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_growth_amplification_founded_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_growth_kernel_argument_audit_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_gw_memory_effect_2026.py    regime); the memory effect is untouched; the acceleration-dependent spurion is t
GREEN      56.7s   real_research/reviews/mi_gw_ppn_gauntlet_2026.py    ================================================================================
GREEN       0.7s   real_research/reviews/mi_hierarchy_falsifier_routeC_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_ic_route_1mpc_confrontation_2026.py    ALL CHECKS PASSED
GREEN       1.1s   real_research/reviews/mi_index_multiplicity_half_2026.py    CHECKS: 31/31 held
GREEN      13.5s   real_research/reviews/mi_joint_overdetermination_2026.py    gave it, with the F1 x F4 clash priced across its full systematic range.
GREEN       0.8s   real_research/reviews/mi_kappa_D_dependence_rigidity_2026.py    kappa = 1/2 REMAINS FITTED, NOT DERIVED.
GREEN       0.2s   real_research/reviews/mi_kappa_error_budget_unlock_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_kappa_from_dimension_2026.py    CHECKS: 22/22 held
GREEN       0.1s   real_research/reviews/mi_kappa_sensitivity_census_2026.py    Exit 0: the kappa-sensitivity census is ranked, and no door in it reaches 3 sigm
GREEN       1.2s   real_research/reviews/mi_kernel_axis_separation_omegac_2026.py    ================================================================================
GREEN      15.4s   real_research/reviews/mi_kernel_localisation_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.5s   real_research/reviews/mi_khronon_covariantisation_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.5s   real_research/reviews/mi_khronon_delta_sector_static_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.4s   real_research/reviews/mi_khronon_spin0_health_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.3s   real_research/reviews/mi_khronon_strong_coupling_scale_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       1.2s   real_research/reviews/mi_kms_dressing_and_superohmic_2026.py    18/18 checks held.
GREEN       0.9s   real_research/reviews/mi_koide_parameter_count_2026.py    53/53 checks held.
GREEN       0.3s   real_research/reviews/mi_lambda_inversion_z_test_2026.py    Exit 0: the Lambda inversion is a legitimate normalisation test whose precision 
GREEN       0.3s   real_research/reviews/mi_laneA_moment_window_alpha2_2026.py    ================================================================================
GREEN       0.5s   real_research/reviews/mi_law_is_nonvariational_2026.py    Exit 0: every internal check held, including three mutation controls.
GREEN       0.2s   real_research/reviews/mi_lensing_axis_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN      31.5s   real_research/reviews/mi_llr_drift_sign_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_local_anisotropy_origin_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_local_floor_target_2026.py    a0(z): the local floor forbids the rising branch. kappa = 1/2 remains FITTED, NO
GREEN       0.2s   real_research/reviews/mi_local_presentation_grading_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_local_source_for_K_2026.py    CHECKS: 21/21 held
GREEN       1.3s   real_research/reviews/mi_loop_edge_alpha2_measure_2026.py    ================================================================================
GREEN       0.5s   real_research/reviews/mi_lorentz_mode_sum_2026.py    CHECKS: 23/23 held
GREEN       0.3s   real_research/reviews/mi_lowz_anchor_sign_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_luo2602_composition_vs_alpha1_2026.py    virial observable, at the price of Keplerian true rotation -- an escape this fra
GREEN       0.1s   real_research/reviews/mi_lyalpha_forest_b_test_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_lyalpha_ic_route_confrontation_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_machian_frame_routeA_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_mg_arm_standing_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.3s   real_research/reviews/mi_microscope_wep_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_milgrom1994_home_test_2026.py    Exit 0: eq. (60) inverted for the framework's kernel; admissible; costs priced i
GREEN       0.1s   real_research/reviews/mi_milgrom2022_theta_efe_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_nariai_doors_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_nariai_forcing_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_ngc1052_df2_efe_2026.py    and sits in up to 4.5 sigma tension at the far distance -- a live liability, not
GREEN       0.4s   real_research/reviews/mi_noncircular_ctp_eom_2026.py    CHECKS: 27/27 held
GREEN       0.1s   real_research/reviews/mi_nonlinear_smallscale_growth_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_nonlocal_amplitude_nogo_2026.py    Exit 0: the no-go is established for a generic kernel, with the prefactor isolat
GREEN       5.8s   real_research/reviews/mi_nonlocal_kernel.py    return out if out.size>1 else float(out)
GREEN       0.8s   real_research/reviews/mi_nonquadratic_u_escape_2026.py    ================================================================================
GREEN       1.3s   real_research/reviews/mi_nonuniform_pullback.py    EXIT 0
GREEN       0.9s   real_research/reviews/mi_number_field_local_presentation_2026.py    CHECKS: 29/29 held
GREEN       6.1s   real_research/reviews/mi_number_field_theorem_2026.py    38/38 checks held.
GREEN      55.2s   real_research/reviews/mi_offcircular_action_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_offcircular_closure_collapse_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_offcircular_completion.py    EXIT 0
GREEN       0.3s   real_research/reviews/mi_offcircular_completion_SPEC.py    EXIT 0
GREEN       0.1s   real_research/reviews/mi_omegac_anchor_2026.py    ================================================================================
GREEN       6.7s   real_research/reviews/mi_omegac_drift_sign_energy_2026.py    ================================================================================
GREEN       0.5s   real_research/reviews/mi_omegac_edges_closure_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_omegac_naturalness_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_one_line_action_2026.py    CHECKS: 17/17 held
GREEN       0.2s   real_research/reviews/mi_optical_depth_lever_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.6s   real_research/reviews/mi_orbital_q_selfaudit_2026.py    mechanism; 2Z carries sqrt(pi) and has none. kappa = 1/2 remains FITTED, NOT DER
GREEN       2.7s   real_research/reviews/mi_orbital_unruh_conformal_2026.py    RESULT: PASS -- conformal route and GEMS route agree exactly; interval formula, 
GREEN       3.8s   real_research/reviews/mi_orbital_unruh_gems_2026.py    compute lane must not quote "torsion-blind" outside that window.
GREEN       0.0s   real_research/reviews/mi_orbital_unruh_q_2026.py    The orbital door is closed with a uniform v^2 bound. kappa = 1/2 stays FITTED.
RED         0.9s   real_research/reviews/mi_orphan_closure_triage_2026.py    - CONTROL 1 FIRES: the ranker rediscovers the hand-found 2026-07-31 case at expo
TIMEOUT    60.0s   real_research/reviews/mi_p4_kernel_pricing_2026.py    hard per-file timeout
GREEN       0.2s   real_research/reviews/mi_particle_vs_mode_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_phantom_artifact_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_phantom_prior_art_and_exclusivity_2026.py    ================================================================================
GREEN       0.1s   real_research/reviews/mi_phantom_reframings_audit_2026.py    ================================================================================
GREEN       1.6s   real_research/reviews/mi_pi_free_area_2026.py    56/56 checks held.
GREEN       0.3s   real_research/reviews/mi_point_particle_limit_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.2s   real_research/reviews/mi_prereg_gext_argument_audit_2026.py    ================================================================================
GREEN       0.0s   real_research/reviews/mi_primordial_spin_anisotropy_2026.py    ================================================================================
GREEN       3.5s   real_research/reviews/mi_psi_search_r2Z_2026.py    Jn = Acon @ np.ascontiguousarray(res.x[:-1]) - b     # J_i = A phi + (1+1/x)b0 ;
GREEN       0.3s   real_research/reviews/mi_pulsar_pta_precision_ledger_2026.py    ================================================================================
GREEN       1.2s   real_research/reviews/mi_q1_efe_order_count_2026.py    ================================================================================
GREEN       0.8s   real_research/reviews/mi_q2_dc_or_orbital_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_quasistatic_efe_multipoles_2026.py    ================================================================================
TIMEOUT    60.0s   real_research/reviews/mi_r_admissibility_bound_2026.py    hard per-file timeout
GREEN       0.8s   real_research/reviews/mi_r_one_parameter_nogo_paper_2026.py    NOT DERIVED: the coefficient. kappa = 1/2 is FITTED. No complete field theory is
GREEN       1.2s   real_research/reviews/mi_rapidity_kernel_solved_2026.py    CHECKS: 35/35 held
GREEN       0.2s   real_research/reviews/mi_realization_ladder_2026.py    currently decide MI vs MG; a new action would not derive kappa.
GREEN       0.2s   real_research/reviews/mi_recombination_why_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_relativistic_completion_aest_2026.py    ================================================================================
GREEN       0.5s   real_research/reviews/mi_response_kernel_arithmetic_2026.py    CHECKS: 30/30 held
GREEN       0.2s   real_research/reviews/mi_roundtrip_factor2_2026.py    CHECKS: 19/19 held
TIMEOUT    60.0s   real_research/reviews/mi_routeA_a0_estimator_invariance_2026.py    hard per-file timeout
GREEN       1.6s   real_research/reviews/mi_routeA_admissibility_audit_2026.py    numbers, or on the wide-binary gate, and it must be before anyone acts on this.
TIMEOUT    60.0s   real_research/reviews/mi_routeA_box_clearance_verified_2026.py    hard per-file timeout
GREEN       0.7s   real_research/reviews/mi_routeA_shape_invariant_a0_2026.py    is dynamic range rather than sample size, and the a0-line's owed corrections are
TIMEOUT    60.0s   real_research/reviews/mi_routeA_sigma_dyn_floor_extended_baryons_2026.py    hard per-file timeout
GREEN       1.9s   real_research/reviews/mi_route_a_cluster_eta_2026.py    ================================================================================
GREEN       1.3s   real_research/reviews/mi_route_a_cluster_residual_regimes_2026.py    ================================================================================
TIMEOUT    60.0s   real_research/reviews/mi_route_a_efe_dipole_resolve_2026.py    hard per-file timeout
GREEN      19.0s   real_research/reviews/mi_route_a_exponential_kernel_2026.py    return 1.0 / np.expm1(np.asarray(y, float) ** (1.0 / n))
GREEN       2.3s   real_research/reviews/mi_route_a_field_theory_2026.py    the ACTION. It is modified GRAVITY, not modified inertia, and it does not derive
GREEN       2.1s   real_research/reviews/mi_route_a_kernel.py    Exit 0: Route A's kernel is importable, fast, and validated in both representati
TIMEOUT    60.0s   real_research/reviews/mi_route_a_mi_vs_mg_separation_2026.py    hard per-file timeout
GREEN      13.6s   real_research/reviews/mi_route_a_sigma_spread_2026.py    and 1.99x worse at the inner edge against the alpha=2 kernel that was actually i
TIMEOUT    60.0s   real_research/reviews/mi_route_a_vertical_radial_ratio_2026.py    hard per-file timeout
GREEN       0.2s   real_research/reviews/mi_route_a_wb_gamma_v_2026.py    Hybrid S x L gate survives at 1.00064-1.00117; trap count stays 2.
GREEN       2.1s   real_research/reviews/mi_route_c_no_dm_today_2026.py    ALL CHECKS PASSED
GREEN       1.2s   real_research/reviews/mi_route_d_dragged_frame_nogo_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_scalar_condensate_proposal_audit_2026.py    known wall that the condensate amount is free. kappa = 1/2 remains FITTED, NOT D
GREEN       4.9s   real_research/reviews/mi_scale_bridging_2026.py    55/55 checks held.
RED         0.2s   real_research/reviews/mi_session_audit_2026.py    - M1  PREREGISTRATION sha256 matches AMENDMENT9_HASH.txt
GREEN       1.0s   real_research/reviews/mi_shape_systematic_mechanism_2026.py    vanishes. The barrier to testing kappa = 1/2 is theoretical, and both theory lev
GREEN      12.5s   real_research/reviews/mi_shift_charge_clustering_2026.py    CDM-like clustering, i.e. against interest.
GREEN       0.2s   real_research/reviews/mi_shift_charge_ic_route_2026.py    ================================================================================
GREEN       0.2s   real_research/reviews/mi_sigma_spread_aext_scan_2026.py    Exit 0: priced off-design; at the frozen shell N(3sig) clears CHANCES and the NO
GREEN       0.2s   real_research/reviews/mi_sign_from_perturbation_drift_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_sme_bridge_alpha2_2026.py    35/35 checks held.
GREEN       4.6s   real_research/reviews/mi_snia_power_curve_2026.py    Exit 0: power at the real amplitude is 18%; the lever is underpowered, not close
GREEN       0.5s   real_research/reviews/mi_sourced_kernel_evasion_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_step3_joint_field_equations_2026.py    a_0's VALUE is still not derived.  kappa = 1/2 remains FITTED.
GREEN       0.2s   real_research/reviews/mi_structural_theorems_v3_kernel_mixing_2026.py    Exit 0: both defects verified from the kernels, independent of the subagents tha
GREEN       3.5s   real_research/reviews/mi_structural_theorems_v3_numbers_2026.py    ================================================================================
RED         0.3s   real_research/reviews/mi_stx_alpha2_collapse_2026.py    ================================================================================
RED         0.5s   real_research/reviews/mi_stx_route_a_retirement_2026.py    FAILED: all five files of mi_stx_alpha2_collapse_2026.py's hash manifest verify 
RED         3.2s   real_research/reviews/mi_synthesis_crosscheck_2026.py    41/43 checks held.
GREEN       1.9s   real_research/reviews/mi_tail_exponent_rar_cost_2026.py    ================================================================================
GREEN       0.4s   real_research/reviews/mi_theorem3_corrected_proof_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_theorem8_redone_alpha2_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_theta_efe_from_closure_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_third_category_search_2026.py    ================================================================================
GREEN       0.3s   real_research/reviews/mi_three_corrections_priorart_2026.py    ================================================================================
GREEN      26.5s   real_research/reviews/mi_trajectory_in_kernel_2026.py    37/37 checks held.
GREEN      12.5s   real_research/reviews/mi_tree_backreaction_2026.py    72/72 checks held.
GREEN       0.5s   real_research/reviews/mi_two_function_restmass_fix_2026.py    CHECKS: 35/35 held
GREEN      28.2s   real_research/reviews/mi_two_level_inversion_2026.py    N >= 4 cycles, strong coupling. kappa = 1/2 remains FITTED, NOT DERIVED.
GREEN       0.6s   real_research/reviews/mi_twoloop_alpha2_transfer_2026.py    ================================================================================
GREEN      13.8s   real_research/reviews/mi_unimodality_axiom_2026.py    ================================================================================
